,title,url,work,venue,city,rating,date,author,full_text
875,Le Grand Macabre review at Coliseum London,https://www.thestage.co.uk/reviews/2009/le-grand-macabre-review-at-coliseum-london/,Le Grand Macabre,Coliseum London,Le Grand Macabre review at Coliseum London,,2009-09-18,George Hall,"On the stage of the Coliseum there’s a vast installation – a giant-sized woman’s body, through whose orifices the characters of Ligeti’s absurdist comedy enter and around whose torso they act out their grotesque routines. The late Hungarian composer’s only opera, first staged in 1978 and previously presented by ENO in 1982, returns in a new and visually unforgettable production by the Catalan theatre collective La Fura dels Baus, whose use of lighting and film increases the eye-popping nature of this tale of Death, in the person of Nekrotzar, visiting the all too human kingdom of Brueghelland to announce the imminent apocalypse.Darkly comic in its commentary on human nature, with its childish figures of power, drunkards and sexual pleasure-seekers, the piece is set to a sharply modernist score that scarcely sounds one idea before leaping to something radically different. Baldur Bronnimann conducts a brilliant musical realisation that jostles constantly with the visuals for the centre of attention.Brilliant though the individual performances are, the set overshadows them. But Pavlo Hunka is a commanding Nekrotzar, Wolfgang Ablinger-Sperrhacke’s Piet the Pot an irredeemable wastrel, Susan Bickley’s Mescalina a terrifying sexual dominatrix and Andrew Watts an amiably effete Prince Go-Go. The prettily intertwining young lovers – Frances Bourne’s Amando and Rebecca Bottone’s Amanda – grasp the message of enjoying life while you can, long before it’s underlined at the close.
Coliseum, London, September 17, 22, 25, October 1, 3, 9"
876,Don Carlo review at Royal Opera House London,https://www.thestage.co.uk/reviews/2009/don-carlo-review-at-royal-opera-house-london/,Don Carlo,Royal Opera House London,Don Carlo review at Royal Opera House London,,2009-09-16,George Hall,"Nicholas Hytner’s traditional production of Verdi’s grandest opera returns, generally looking good in Bob Crowley’s designs, with their effective period costumes. The auto-da-fe scene, with fanatical priests and jubilant crowds cheering on the burning of heretics, remains mixed, with some additional spoken lines a directorial intervention too far. But some top-class singing keeps the long and ambitious score in the air for much of the evening. The familiar Italian translation of the French original is used.New is Jonas Kaufmann’s lyrical Don Carlos, who rises impressively to the heftier moments and maintains a genuine commitment to the drama. American mezzo Marianne Cornetti hits the spot as a potent Princess Eboli and John Tomlinson is a tower of strength as the Grand Inquisitor. Much of the rest is as before, though sometimes improved. Ferruccio Furlanetto remains a rock-solid King Philip, with much of the complexity of the vulnerable tyrant on display. Marina Poplavskaya has acquired greater consistency as Elisabeth, her drawn face and sculpted vocal lines expressing the character’s stoical sense of loss. Robert Lloyd’s appearances as the supposedly dead Charles V are properly momentous.In two elements, the performance could scarcely be improved. One is the superbly sung Posa of Simon Keenlyside, who leaves no corner of his character unrevealed. The other is Semyon Bychkov’s conducting, which brings out the unutterable dignity and pathos of the extraordinary score.
Royal Opera House, London, September 15, 18, 21, 23, 27, October 1"
877,The Yeomen of the Guard review at Tower of London,https://www.thestage.co.uk/reviews/2009/the-yeomen-of-the-guard-review-at-tower-of-london/,The Yeomen of the Guard,Tower of London,The Yeomen of the Guard review at Tower of London,,2009-09-14,George Hall,"Carl Rosa brings the most serious of the Gilbert and Sullivan operas to the historic venue where the piece is set. Acoustically, it’s not an ideal location – the sound system is crude and failed sporadically on opening night – but the artistic credentials of the show are solid and the piece works just as it should.On a minor textual point, the reinstatement of the cut aria for Sergeant Meryll holds up the action, which is presumably why Gilbert cut it. But it is well sung by Bruce Graham and the cast includes several distinguished singers who make sure Sullivan’s vocal writing registers with distinction.Peter Mulloy’s self-designed production offers a highly effective piece of period drama. The dialogue scenes go well and the chorus, bolstered by members of the National Youth Theatre, knows exactly what it is doing. Under conductor Wyn Davies, the score moves nicely, though there’s the odd minor orchestral blip.Paul Nicholas presents a movingly vulnerable Jack Point, rhythmically wayward but spot-on in characterisation. He is well partnered by Charlotte Page’s lucid and expressive Elsie Maynard. Donald Maxwell fields a grotesquely jovial Wilfred Shadbolt, Susan Gorton is the redoubtable Dame Carruthers and Victoria Byron’s Phoebe is alive with feeling. With strong support from the rest of the company, this is an impressive and entirely enjoyable realisation of one of the Victorian era’s finest artistic creations.
Tower of London, September 13, 15"
878,The Opera Show review at Kilworth House Leicester,https://www.thestage.co.uk/reviews/2009/the-opera-show-review-at-kilworth-house-leicester/,The Opera Show,Kilworth House Leicester,The Opera Show review at Kilworth House Leicester,,2009-09-04,Pat Ashworth,"Taking 24 well-loved arias and pouring them out into the night could have been just a concert with the plus factor of Kilworth House Theatre’s spectacular open-air setting. But Mitch Sebastian fuses them together with a thread of choreography that digs deep into the soul and speaks volumes about the human condition.It is consummately beautiful. He opens with the outrageously costumed and impudent Baroque, a tapestry of eight arias from eight composers. Without drawing breath and with a studied intensity that never lapses, it moves seamlessly from the mischief of Mozart’s The Magic Flute into the medieval fires and skulls of Handel’s Rinaldo.Act II exchanges gilded extravagance for a war montage, a poignant and exuberant story set in the simplicity of a family home and a recording studio in forties Madrid. There is pure sensuousness in arias like Catalini’s Ebben, Ne Andro Lontana, physical comedy in the Drinking Song from La Traviata and electrifying flamenco from Carmen.And then it turns into the Electronic Revolution. Every stop is pulled out for the huge rock gig that is Nights in White Satin, before Laura Stanford’s solo violin sets the stage alight. Her whirlwind Bach taunts dancer Dharmesh Patel into ever new heights of daring until he surrenders and the mood slips into the rhapsody of Dvorak’s Song to the Moon.The performances from just four singers, five dancers and eight musicians are faultless. It is an explosion of light and colour and it burns itself on the mind.
Kilworth House, Leicester, September 2-13"
879,Bayreuth Festival – Parsifal review at Festspielhaus Bayreuth Germany,https://www.thestage.co.uk/reviews/2009/bayreuth-festival-parsifal-review-at-festspielhaus-bayreuth-germany/,Bayreuth Festival – Parsifal,Festspielhaus Bayreuth Germany,Bayreuth Festival,,2009-08-24,Penelope Turing,"This is now a very strange Parsifal. Even more than The Ring, this opera is the hallmark of Bayreuth. For a number of years after Richard Wagner’s death, performing Parsifal was not allowed except in the Bayreuth Festspielhaus. When the festivals were revived in 1951 after the Second World War, it was produced and designed by his grandson Wieland Wagner and was probably his finest work. It remained in the repertory with only Wieland’s minor adjustments for 23 seasons. Then Wieland’s brother Wolfgang produced another Parsifal that was equally good and apart from another production by an outside producer which was given for a few years, another by Wolfgang followed. That was the Parsifal history for some 50 years.Schlingenseif’s production in 2004 threw out story and tradition, removed any remnants of Christianity and replaced them with the cult of a dead rabbit. This was almost universally condemned and was replaced by Stefan Herheim’s current production in 2008. This did no violence to Wagner’s opera and was hailed with relief by most critics and audience.Now, however, there are more changes which result in muddle. First and second acts are sex-orientated and it is noticeable that whereas the attempt to seduce Parsifal was originally only by the flower maidens and, of course, Kundry, now child rape is suggested – Kundry is disguised as Klingsor when she attempts to win the young Parsifal.But, strangest of all, Herheim’s third act is traditional, powerful and moving. Here is the group of Parsifal, Gurnemanz and Kundry. The singers are outstanding – Kwangchul Youn a magnificent Gurnemanz, Christopher Ventris as Parsifal and the seductive Mihoko Fujimura as Kendry. It is worth enduring the muddle of Acts I and II for the glories of the last one.
Festspielhaus, Bayreuth, Germany, August 2, 5, 15, 19, 27"
880,Bayreuth Festival – Der Ring Des Nibelungen: Das Rheingold review at Festspielhaus Bayreuth Germany,https://www.thestage.co.uk/reviews/2009/bayreuth-festival-der-ring-des-nibelungen-das-rheingold-review-at-festspielhaus-bayreuth-germany/,Bayreuth Festival – Der Ring Des Nibelungen: Das Rheingold,Festspielhaus Bayreuth Germany,Bayreuth Festival,,2009-08-24,Penelope Turing,"As the lights go down, a great stillness fills the Bayreuth Festspielhaus – until the first notes of the Rhine music steal into the listener’s consciousness. The opening of Das Rheingold is perhaps the very best way to experience Bayreuth’s wonderful acoustics, for the first time, and when Christian Thielemann conducts, this experience is nearly perfect.This Ring, directed by Tankard Dorst, was first seen in 2006 and some of it gets better each year. It is not perfect, but what is? But it is effective and, in general, true to Wagner. Neither Dorst nor his colleague Ursula Ehler – responsible for the revivals – have tried to impose a new interpretation on the whole.Scene designer Frank Philipp Schlossmann and Bernd Ernst Skodzig (costumes) have adopted the most successful semi-classical style – steps, pillars, arches. All gods wear white.Rheingold introduces the drama of the whole Ring. The story unfolds partly through the action of the opera, partly recounted by the players, and the success of the performance depends on the two central characters, Woton, chief of the gods, and Loge the fire spirit, who is neither god nor human, but plays a mocking part in the events. Albert Dohme, usually a promising Woton, was not in good voice here – the tone was harsh and gravely – but Arnold Bezyeun is a brilliant Loge by any standard. The two giants Fasolt and Fafner were well sung by Kwangchul Youn and Ain Anger. Andrew Shore repeats his very effective Alberich and all the others were more than adequate.
Festspielhaus, Bayreuth, Germany, July 27, August 7, 20"
881,Bayreuth Festival – Siegfried review at Festspielhaus Bayreuth Germany,https://www.thestage.co.uk/reviews/2009/bayreuth-festival-siegfried-review-at-festspielhaus-bayreuth-germany/,Bayreuth Festival – Siegfried,Festspielhaus Bayreuth Germany,Bayreuth Festival,,2009-08-20,Penelope Turing,"For some reason director Tankard Dorst with assistant Ursula Ehler and designer Frank Philipp Schlossman decided to set the first act of this Siegfried in the reception area of a hospital instead of the edge of the forest. By this they made a number of difficulties for themselves which are not solved.The most obvious is Mime’s forge. A few bangs and flashing lights behind the counter have no dramatic effect, and when Siegfried has finally re-made the magic sword he can not split the anvil at one blow. A globe of the world is no substitute.However, there are some fine musical moments. Christian Thielemann continues his inspired conducting, and if the orchestra is sometimes overloud, it fully supports the singers. In general the singing is good but not great. The new Siegfried, Christian Franz, has a fine voice but a long way to go before he can deliver a convincinghero, and the long and demanding scene when he awakens Brunnhilde needs a great deal more rehearsal. Linda Watson’s Brunnhilde is effective but rather too mature, and sometimes too passionate for beauty.Other roles are well sung – Albert Dohmen as the wanderer (Wotan) just lacks a little more authority. Wolfgang Schmidt is an excellent Mime. It is a great pity that the scene between the Wanderer and Erda (Christa Mayer) is simply played in front of a curtain because it is a very important scene. At least it is well sung.
Festspielhaus, Bayreuth, Germany, July 25-August 28 (July 30, August 10, 23)"
882,Bayreuth Festival – Gotterdammerung review at Festspielhaus Bayreuth Germany,https://www.thestage.co.uk/reviews/2009/bayreuth-festival-gotterdammerung-review-at-festspielhaus-bayreuth-germany/,Bayreuth Festival – Gotterdammerung,Festspielhaus Bayreuth Germany,Bayreuth Festival,,2009-08-20,Penelope Turing,"If the whole Gotterdammerung was only the first scene, this would be the perfect staging.It is certainly the most effective Norns scenes at Bayreuth for many years. The three wise daughters of Erda, sung by Simone Schroder, Martina Dike and Edith Haller wear long graceful robes in black and silver. They sit together on a rock and behind is a black night sky full of twinkling stars. No more, but that is enough when Christian Thielemann and the orchestra unfold the mystery of the music, and the Norns sing so well.After this, unfortunately, things begin to go wrong. Seigfried (Christian Franz) and Brunnhilde (Linda Watson) wander about in the ruined castle where he awoke her in Siegfried. She is hampered by a dull, matronly costume and he – here and throughout the rest of the opera – appears to have lacked any kind of dramatic guidance.Much the same is true of the Gibichungs Hall. This is a handsome stately residence, or is it a hotel, or a large, superior brothel?We meet Hagen, magnificently sung by Hans-Peter Konig, but he does not convey the character’s evil. Ralf Lukas is a suitably weak Gunther and Haller a particularly good Gurtrune.The second act loses all its force and drama when the vassals are guests or staff, all in evening suits and boiled shirts. Siegfried becomes a puzzled, bad-tempered young man. Linda Watson has Wagnerian attack in her singing but tends to force her voice to some very ugly sounds.The ending was sad. Red light consuming the building. No Rhine, no Rhinemaidens to treasure the return of the ring.What a pity.
Festspielhaus, Bayreuth, Germany, July 25-August 28 (performances: August 1, 12, 25)"
883,Bayreuth Festival – Die Walkure review at Festspielhaus Bayreuth Germany,https://www.thestage.co.uk/reviews/2009/bayreuth-festival-die-walkure-review-at-festspielhaus-bayreuth-germany/,Bayreuth Festival – Die Walkure,Festspielhaus Bayreuth Germany,Bayreuth Festival,,2009-08-20,Penelope Turing,"When Frank Philipp Schlossmann designed the sets for this Ring. Hunding’s hut for the first scene of Walkure has become a simplified baronial hall, and the famous tree from which Seigmund will draw the magic sword is a felled trunk which has fallen in through a window. But these are matters of no importance. The setting fits the events.Here the exhausted Seigmund in the person of Endrik Wottrich staggers through another window. He is now much more at ease in this role – not great but acceptable. His Sieglinde is Eva-Maria Westbroek, attractive, passionate but rather shrill in excited moments. The star of this act is Kwangchul Youn as the rough, masterful Hunding.After this, the second and third acts reveal the essence of the story, and the singers excel. Linda Watson in exceptionally good voice is a powerfully dramatic Brunnhilde, and Albert Dohmen a profoundly moving Wotan, the god with a human heart.The last act is played in a ruined castle, a very effective setting, the eight valkyries in their scarlet caps and tunics make a vivid moving picture and sing splendidly. As all opera-goers know, there are moments when a good average performance suddenly becomes great one. The last act of the Walkure had that transformation. A Wotan and Brunnhilde to be long remembered.
Festspielhaus, Bayreuth, Germany, July 25-August 28 (performances: July 28, August 8, 21)"
884,Bayreuth Festival – Die Meistersinger von Nurnburg review at Festspielhaus Bayreuth Germany,https://www.thestage.co.uk/reviews/2009/bayreuth-festival-die-meistersinger-von-nurnburg-review-at-festspielhaus-bayreuth-germany/,Bayreuth Festival – Die Meistersinger von Nurnburg,Festspielhaus Bayreuth Germany,Bayreuth Festival,,2009-08-20,Penelope Turing,"When Katharina Wagner presented this Meistersinger in 2007, it was her production debut at Bayreuth. Then she was the younger daughter of Wolfgang, grandson of the composer and brilliant director of the festivals for more than 40 years. Now he has retired and Katharina is joint festival director with her half-sister Eva Wagner-Pasquier.This production was provocative when first seen and it is still provocative today. Only, as often happens with a new ‘shocking’ approach, it is less provocative and more boring. This is Wagner’s only real comedy and there are delightfully funny episodes, some of which are now lost. For example, Beckmesser does not now steal the words of Stolzing’s prize song – for the simple reason that Hans Sachs does not write them down. The main differences are in the interpretation of characters.Hans Sachs is down-graded to an amiable onlooker. There is no street scene, no festival meadows for the St John’s Day merrymaking. Long ago when Weiland Wagner’s first Meistersinger was staged in 1956 with no houses, the production was nicknamed Die Meistersinger ohne Nurnberg – Mastersingers without Nuremberg. This is the same.There remains the music and there is much to praise. Robert Holl, (replacing the indisposed Alan Titus) used his beautiful voice with great intelligence, giving more to the character than it had in the past two years. Adrain Erod’s Beckmesser and Klaus Florian Vogt’s Stolzing were both well sung. Michaela Kaune’s Eva and most of the others, and Sebastian Weigle’s conducting were all adequate and within the production’s interpretation.
Festspielhaus, Bayreuth, Germany, Performances: July 26, August 3, 6, 14, 18, 26"
885,Bayreuth Festival – Tristan und Isolde review at Festspielhaus Bayreuth Germany,https://www.thestage.co.uk/reviews/2009/bayreuth-festival-tristan-und-isolde-review-at-festspielhaus-bayreuth-germany/,Bayreuth Festival – Tristan und Isolde,Festspielhaus Bayreuth Germany,Bayreuth Festival,,2009-08-20,Penelope Turing,"No doubt this Tristan will go down in the Bayreuth Festival history as the production where Isolde wore gloves. This year marks its third revival and the gloves are still on Isolde’s hands, though attention is now called to them when Tristan pulls them off in his discrete love making.The gloves may seem a small thing, but this is indicative of Christof Marthaler’s whole production. Presumably he decided to give opera a more or less modern setting with costumes (Anna Viebrook) to show it might happen today. But frankly it could not, the passions, agony, tragedy of the Irish princess and the Cornish nobleman could not be experienced in 20th-century suburbia. Did Marthaler really listen to the music? It would reveal Wagner’s extra dimension.Happily the musical side of the performance redeemed it to some extent. Peter Schneider conducted with real feeling for the score and the prelude to the first act stole upon the ear with the magic of Bayreuth’s amazing acoustics. Robert Dean Smith is now a fine Tristan with a really beautiful voice. Dramatically he is not great, but he gives an impressionable performance, particularly in the agonies of the last act. Irene Theorin’s Isolde is not yet very good. She and Brangane (Michelle Breedt) had something of a shouting match in the first act, but both recovered and sang with beauty later. Robert Holl made a moving King Marke, his magnificent bass nobly used. Some of the most beautiful singing came from Clemens Bieber’s Young Seaman at the beginning.
Festspielhaus, Bayreuth, Germany, July 25, August 4, 13, 17, 28"
886,Tete a Tete – The Opera Festival 2009 review at Riverside Studios London,https://www.thestage.co.uk/reviews/2009/tete-a-tete-the-opera-festival-2009-review-at-riverside-studios-london/,Tete a Tete – The Opera Festival 2009,Riverside Studios London,Tete a Tete,,2009-08-20,Edward Bhesania,"Tete a Tete’s third opera festival presents a heady fortnight of up to six 21st century productions per evening, encompassing well-established composers and newcomers alike, and including improvised opera as well as works in progress. It’s an exciting, laudable and sometimes hazardous concoction.In an evening featuring a triple bill, the first performance sees celebrated mezzo-soprano Sally Burgess turn director in the promising first act of Ula.The action is the story of the successful director Adam’s new autobiographical film, recounted in flashback. Visiting the Scottish Highlands to recover from the tragic death of his wife, Adam runs into a storm and is taken in by a hospitable crofter, whose daughter Ula has a compellingly mysterious quality. By the end of the act, Adam has followed Ula to the craggy coast and she has – perhaps too quickly, and seemingly against the nature of her complex character – fallen in love with him.Mark Glenworth’s music (to words by Carolyn Herail) is suitably austere and often powerfully understated. Although the video dream sequence is a touch crude, there’s plenty of scope here, not least in a satisfying role for the crofter – richly sung and warmly acted by Mark Richardson.Another work in progress is Shadowplays, devised and directed by Roswitha Gerlitz, with music by Catherine Kontz. Combining real characters and their (filmed, projected) shadow counterparts with keen dramatic purpose, this amounts to a compelling, if elliptical, insight into the nature of male and female fantasies, and the completeness (or otherwise) of the reality of being.Part installation, part performance, Nicholas Brown’s As I Have Now Memoyre seeks to explore a pupil-teacher relationship through the voice. It involves a backdrop of electronic music, an Elizabethan singing teacher and her pupil (dressed in a white jump suit), who writes up her notes on the elements of singing on a large plastic screen. When the teacher leaves the performance space, we see her via a video monitor, relaxing in the dressing room. The work appears as a random succession of incidents and, although atmospheric, is as unrelenting as it is pretentious and unrevealing.
Riverside Studios, London, July 30-August 16 (triple bill – August 14)"
887,Tristan und Isolde review at Opera House Glyndebourne,https://www.thestage.co.uk/reviews/2009/tristan-und-isolde-review-at-opera-house-glyndebourne/,Tristan und Isolde,Opera House Glyndebourne,Tristan und Isolde review at Opera House Glyndebourne,,2009-08-07,David Gutman,"Torsten Kerl and Anja Kampe, who made their British stage debuts as Florestan and Leonore in Glyndebourne’s Fidelio (2006), return for a revival of the festival’s first ever Wagner staging (2003). That Nikolaus Lehnhoff’s production retains its allure is down to the set design of Roland Aeschlimann as lit by Robin Carter.Eschewing the post-modern clutter endemic to recent Wagner realisations, the action takes place in and around a sort of transmogrified time tunnel, sixties TV-style. The grave beauty of the lighting is sufficient to banish any element of kitsch, transforming the concentric crescent space with lambent intimations of ship, dawn, womb and tomb.Andrea Schmidt-Futterer’s medieval costumes seldom get in the way, an exception being the Ku Klux Klansman attire of Andrew Kennedy’s Shepherd. The overall concept might work better were characters treated more consistently as dream-like archetypes without minutely signalled human emotions or incongruous humanising movement. The broader picture is certainly seductive enough. The chorus is never seen.Ecstatic and full-on, Anja Kampe fills the theatre with her big, rather coarse mezzo-ish sound, the Liebestod acquiring extra dramatic impact from the way her image fades finally into a pinpoint of light. Torsten Kerl’s Tristan, tired and nasal at times, keeps something in reserve for Act III. The Brangane is Sarah Connolly, a late stand-in whose focused tone, fine diction and concerned manner delight the Glyndebourne audience, although the voice lacks Wagnerian heft. There’s no lack of volume or gravitas in young Georg Zeppenfeld’s stoical King Marke.Right down to the casting of the smaller parts, this is notably youthful Wagner. Glyndebourne’s music director, Vladimir Jurowski (age 37) directs pungently and with fervour, often pushing forward where the music could breathe more but securing great depth of string tone at the start of the final act. A less iconic style of production might better complement his virile take on Wagner’s sound-world.
Opera House, Glyndebourne, August 6-30"
888,Gotterdammerung review at Royal Opera House London,https://www.thestage.co.uk/reviews/2009/gotterdammerung-review-at-royal-opera-house-london/,Gotterdammerung,Royal Opera House London,Gotterdammerung review at Royal Opera House London,,2009-08-03,George Hall,"The Mariinsky Ring comes to its close, full of the contradictions that have characterised it throughout. Orchestral playing is untidy in ensemble, often thrilling in execution. Gergiev’s conducting is fast and exciting, but needs more depth and architectural control.The staging looks half finished at times and desperately old-fashioned at others. Costumes are a motley collection, due to a concept that the Ring, like all myths, is universal, and can be visualised with elements from here, there and everywhere – although it loses focus and coherence in the process.Many of the individual performances lack real command, either vocal or dramatic. Larisa Gogolevskaya’s Brunnhilde struggles and nearly runs out of voice at times. Viktor Lutsyuk’s Siegfried has energy, intelligence and even some charm, but he is not real heldentenor material. Both Evgeny Nikitin’s Gunther and Elena Nebera’s Gutrune are presentable, although their oriental costumes look borrowed from another show.Two individuals add genuine distinction to this Gotterdammerung, and raise it to its highest level. One is Nikolai Putilin’s Alberich, vehement in delivery, grandly baleful in conception – he has provided the nearest thing the entire project has to a lynchpin and would grace any production. The other is his son, Hagen, sung by Mikhail Petrenko. Arguably a bigger, darker bass is really needed, but the intelligence of Petrenko’s acting shines through a Gotterdammerung that only hits the heights and depths sporadically and provides a very mixed showcase for the Mariinsky.
Royal Opera House, London, August 1"
889,Siegfried review at Royal Opera House London,https://www.thestage.co.uk/reviews/2009/siegfried-review-at-royal-opera-house-london/,Siegfried,Royal Opera House London,Siegfried review at Royal Opera House London,,2009-08-03,George Hall,"As the Mariinsky Ring develops, a pattern emerges of a production weak on the values of purposeful interaction between the characters on a moment to moment basis. Costumes and even props continue to look haphazard, the worst so far being the bobbled woolly suit apportioned to Anastasia Kalagina’s Woodbird – not a character always visible on stage, anyway, as she traditionally sings ‘off’. She vocalises the role appealingly, but is hampered not only by her own visual presentation but by an unnecessary entourage who look like they have wandered in through the wrong stage door from The Lion King down the road at the Lyceum.That said, much of the first two acts goes reasonably well dramatically, aided by the respectable Mime of Vasily Gorshkov and the commanding Alberich of Nikolai Putilin, who provides the most solidly achieved interpretation of the cycle with his trenchant singing and intelligent acting. Evgeny Nikitin’s Wotan, Leonid Zakhozhaev’s Siegfried and Olga Sergeyeva’s Brunnhilde come and go in dramatic and vocal quality. None of them is really fully up to the task in a production visiting a major opera house and emanating from another one. And it just won’t do to have Brunnhilde getting into position on the rock where she’s supposedly slept for 20 years in full view of the audience.Orchestral playing is generally fine, although again needs more discipline and refinement. Valery Gergiev’s conducting is often exciting and sometimes more.
Royal Opera House, London, July 31"
890,Die Walkure review at Royal Opera House London,https://www.thestage.co.uk/reviews/2009/die-walkure-review-at-royal-opera-house-london/,Die Walkure,Royal Opera House London,Die Walkure review at Royal Opera House London,,2009-07-31,George Hall,"One of the consequences of doing The Ring over four consecutive nights, as the Mariinsky does, is that the major roles are shared to prevent total singer exhaustion. Mikhail Kit took over Wotan for Die Walkure, with Olga Savova coming in as the first of three sopranos to tackle the role of Brunnhilde in the cycle. Neither is vocally ideal, though both are along the right lines.Indeed, there’s a general feeling that most of the biggest assignments are being parcelled out to singers who are not 100% on top of the enormous vocal demands Wagner makes – both Avgust Amonov’s Siegmund and Mlada Khudoley’s Sieglinde are the odd decibel short of a Heldentenor and lyric-dramatic soprano respectively, creditable as they are. But Gennady Bezzubenkov’s Hunding is formidable, as is Larissa Diadkova’s Fricka, though her words are indecipherable.Conductor Valery Gergiev’s approach is piecemeal, homing in on exciting individual moments rather than supplying an ongoing architectural overview. The brass-heavy orchestra plays flat out for him.Visually, the show is less cluttered than Das Rheingold, but there’s still a lack of directorial focus. Some of the outlandish costumes, borrowing imagery from central Asian folk cultures and more widely afield, bring more mystery than enlightenment – though the overall set, with its vast images of crumbling god-like figures watching over the action, has a certain potency. Taken as a whole, there’s enough high voltage here to keep Wagnerians well wired-up.
Royal Opera House, London, July 30"
891,Das Rheingold review at Royal Opera House London,https://www.thestage.co.uk/reviews/2009/das-rheingold-review-at-royal-opera-house-london/,Das Rheingold,Royal Opera House London,Das Rheingold review at Royal Opera House London,,2009-07-30,George Hall,"The Mariinsky Ring, first seen in 2003, reaches London in the latest version of a production based on a concept by conductor Valery Gergiev and designer George Tsypin that has seen several directors come and go as it has toured internationally. The latest to arrive is Alexander Zeldin, who does a reasonable job of presenting the main events and characters of Wagner’s drama, given that he is stuck with visuals that look like a random collection of religious objects from an ethnographical museum. What they all mean is anybody’s guess.The staging works best when keeping closest to the origins of Wagner’s epic in Germanic legend, though even here there are problems. Nikolai Putilin provides a grandly malevolent Alberich, but when cornered by Evgeny Nikitin’s underpowered Wotan and Oleg Balashov’s intelligent and frisky Loge in Nibelheim, his transformations into a dragon and a toad are feebly visualised.Some of the singing is under par. Evgeny Ulanov has a good baritone but Donner is too big for it. Even the normally wonderful Larissa Diadkova gets no text over as Fricka.But the giants are strong and Andrei Popov’s Mime memorably abject. Zlata Bulycheva’s Erda might make more impact if she did not look like a walking comb.The orchestral playing is strong. Gergiev takes an effectively speedy approach to Wagner, though his full concentration only seems to kick in round about halfway through.
Royal Opera House, London, July 29"
892,Katya Kabanova review at Holland Park London,https://www.thestage.co.uk/reviews/2009/kat-a-kabanova-review-at-holland-park-london/,Katya Kabanova,Holland Park London,Katya Kabanova review at Holland Park London,0,2009-07-27,George Hall,"After its huge success with Jenufa two years ago, Holland Park reassembles many of the same team to tackle Leos Janacek’s later masterpiece, a tale of a fragile, bullied woman who looks outside marriage for love. Once again the cast, conductor and orchestra, together with the production team, hit all the right buttons. This Kat’a Kabanova is a triumph.Janacek is the Czech Puccini – a contemporary he much admired – and although his music is superficially spikier, its ardent lyricism conjures up the characters and emotional situations in this dark 19th-century Russian tale with the same kind of potent lyricism.Designer Yannis Thavoris moves the action forward to Janacek’s own period – the opera premiered in 1921 – and his spare sets suggest atmosphere wonderfully in Colin Grenfell’s lighting. Director Olivia Fuchs charts Katya’s downfall with sensitivity – only a few artificial hand-movements from the chorus strike a false note.The principal performances are unimpeachable. Anne Sophie Duprels rises marvellously to the challenge of the title role, with Tom Randle superb as her illicit lover, the visiting neighbour Boris, who ultimately leaves her to her fate. Jeffrey Lloyd Roberts presents a fine account of her weak, alcoholic husband Tichon, with Anne Mason duly terrifying as her daunting, unforgiving mother-in-law, Kabanicha.But it’s in the choral singing, the orchestral playing and in Stuart Stratford’s comprehensively excellent conducting that the show rises to pure greatness.Holland Park, London, July 24-August 7"
893,L’elisir d’amore review at Glyndebourne Sussex,https://www.thestage.co.uk/reviews/2009/l-elisir-d-amore-review-at-glyndebourne-sussex/,L’elisir d’amore,Glyndebourne Sussex,L’elisir d’amore review at Glyndebourne Sussex,,2009-07-24,George Hall,"Annabel Arden’s likeable production of Donizetti’s warm-hearted comedy started life on the Glyndebourne Tour in 2007 and here enters the festival proper. It can be warmly welcomed. Though Lez Brotherston’s otherwise traditional set looks as if half of it went missing on the way from the warehouse, what Arden does is to take the comedy seriously, allowing us a deeper engagement than usual with the shy peasant Nemorino and his initially one-sided affair with the sophisticated Adina, which only blossoms into full romance late in the day. It is a beautifully achieved piece of work.Outstanding too at this performance was the contribution of Spanish soprano Ainhoa Garmendia, who had flown in on the morning of the performance to take over from an ailing colleague in the leading role of Adina. Never less than confident in her singing or her acting, she meshed perfectly with her colleagues and the staging in an entirely remarkable piece of professionalism and savoir faire, saving the show with style.She is amongst a fine company. Peter Auty’s Nemorino is world-class in his vocal accomplishment and touching presentation of the character’s plight. Alfredo Daza sounds exactly the right notes of God’s gift to women bumptiousness and fundamental decency with his good-looking, healthy sounding Sergeant Belcore. Luciano Di Pasquale hits the spot as the fake potion seller Dulcamara, bringing colour and vivacity to his every appearance. The chorus are marvellous. Maurizio Benini maintains lively music-making in the pit.
Glyndebourne, Sussex, July 23-August 29"
